company_name,sector ,Rating,reviews,Average salary,Number of Interview,Benifited
Wabtec,Auto Components,3.8,(809),4.3k,64,56
Indo Autotech,Auto Components,4.0,(808),2.8k,56,66
Axtria,Software Product,2.7,(807),7.9k,136,78
Action Construction Equipment,Industrial Machinery,3.7,(806),2.9k,75,45
Rallis India,Agro Chemicals,4.0,(806),2.5k,46,80
JM Financial,Financial Services,3.8,(804),4k,61,35
Microtek International,Consumer Electronics & Appliances,3.7,(804),2.8k,54,55
Intex Technologies,Consumer Electronics & Appliances,3.6,(803),1.5k,20,101
Hilti,Industrial Machinery,3.3,(803),3.7k,75,81
Jai Balaji Group,Iron & Steel,3.2,(802),3.2k,56,67
Creative Synergies Group,IT Services & Consulting,3.8,(801),2.4k,30,18
Hitachi Digital Services,IT Services & Consulting,3.5,(801),2.4k,70,51
Toyo Engineering,Engineering & Construction,4.0,(801),3.7k,62,82
People Tech Group,IT Services & Consulting,2.3,(800),5.4k,89,35
Pratap Technocrats,Telecom,3.6,(800),1.9k,37,44
First Advantage,Recruitment,3.4,(800),4.6k,32,61
Wapcos,Engineering & Construction,3.1,(799),2.3k,42,43
Franklin Templeton Investments,Financial Services,3.9,(808),3.9k,35,73
Wabtec,Auto Components,3.8,(809),4.3k,64,56
Indo Autotech,Auto Components,4.0,(808),2.8k,56,66
Axtria,Software Product,2.7,(807),7.9k,136,78
Action Construction Equipment,Industrial Machinery,3.7,(806),2.9k,75,45
Rallis India,Agro Chemicals,4.0,(806),2.5k,46,80
JM Financial,Financial Services,3.8,(804),4k,61,35
Microtek International,Consumer Electronics & Appliances,3.7,(804),2.8k,54,55
Intex Technologies,Consumer Electronics & Appliances,3.6,(803),1.5k,20,101
Hilti,Industrial Machinery,3.3,(803),3.7k,75,81
Jai Balaji Group,Iron & Steel,3.2,(802),3.2k,56,67
Creative Synergies Group,IT Services & Consulting,3.8,(801),2.4k,30,18
Hitachi Digital Services,IT Services & Consulting,3.5,(801),2.4k,70,51
Toyo Engineering,Engineering & Construction,4.0,(801),3.7k,62,82
People Tech Group,IT Services & Consulting,2.3,(800),5.4k,89,35
Pratap Technocrats,Telecom,3.6,(800),1.9k,37,44
First Advantage,Recruitment,3.4,(800),4.6k,32,61
Wapcos,Engineering & Construction,3.1,(799),2.3k,42,43
Forever Living Products,Fitness & Wellness,4.2,(799),1.7k,79,55
Franklin Templeton Investments,Financial Services,3.9,(808),3.9k,35,73
Wabtec,Auto Components,3.8,(809),4.3k,64,56
Indo Autotech,Auto Components,4.0,(808),2.8k,56,66
Axtria,Software Product,2.7,(807),7.9k,136,78
Action Construction Equipment,Industrial Machinery,3.7,(806),2.9k,75,45
Rallis India,Agro Chemicals,4.0,(806),2.5k,46,80
JM Financial,Financial Services,3.8,(804),4k,61,35
Microtek International,Consumer Electronics & Appliances,3.7,(804),2.8k,54,55
Intex Technologies,Consumer Electronics & Appliances,3.6,(803),1.5k,20,101
Hilti,Industrial Machinery,3.3,(803),3.7k,75,81
Jai Balaji Group,Iron & Steel,3.2,(802),3.2k,56,67
Creative Synergies Group,IT Services & Consulting,3.8,(801),2.4k,30,18
Hitachi Digital Services,IT Services & Consulting,3.5,(801),2.4k,70,51
Toyo Engineering,Engineering & Construction,4.0,(801),3.7k,62,82
People Tech Group,IT Services & Consulting,2.3,(800),5.4k,89,35
Pratap Technocrats,Telecom,3.6,(800),1.9k,37,44
First Advantage,Recruitment,3.4,(800),4.6k,32,61
Wapcos,Engineering & Construction,3.1,(799),2.3k,42,43
Forever Living Products,Fitness & Wellness,4.2,(799),1.7k,79,55
Lenovo,Consumer Electronics & Appliances,4.0,(801),4.3k,61,62
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Transrail Lighting,Engineering & Construction,4.0,(792),2.7k,62,53
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Transrail Lighting,Engineering & Construction,4.0,(792),2.7k,62,53
Reliance Smart,Retail,4.1,(791),2.2k,37,26
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Transrail Lighting,Engineering & Construction,4.0,(792),2.7k,62,53
Reliance Smart,Retail,4.1,(791),2.2k,37,26
Allied Digital Services,IT Services & Consulting,3.1,(791),3.6k,68,35
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Transrail Lighting,Engineering & Construction,4.0,(792),2.7k,62,53
Reliance Smart,Retail,4.1,(791),2.2k,37,26
Allied Digital Services,IT Services & Consulting,3.1,(791),3.6k,68,35
Sterling Tools,Auto Components,4.5,(791),1.2k,234,33
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Transrail Lighting,Engineering & Construction,4.0,(792),2.7k,62,53
Reliance Smart,Retail,4.1,(791),2.2k,37,26
Allied Digital Services,IT Services & Consulting,3.1,(791),3.6k,68,35
Sterling Tools,Auto Components,4.5,(791),1.2k,234,33
Protiviti,Management Consulting,3.0,(789),5.6k,73,25
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Transrail Lighting,Engineering & Construction,4.0,(792),2.7k,62,53
Reliance Smart,Retail,4.1,(791),2.2k,37,26
Allied Digital Services,IT Services & Consulting,3.1,(791),3.6k,68,35
Sterling Tools,Auto Components,4.5,(791),1.2k,234,33
Protiviti,Management Consulting,3.0,(789),5.6k,73,25
Fidelity International,Financial Services,3.5,(790),5.9k,62,85
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Transrail Lighting,Engineering & Construction,4.0,(792),2.7k,62,53
Reliance Smart,Retail,4.1,(791),2.2k,37,26
Allied Digital Services,IT Services & Consulting,3.1,(791),3.6k,68,35
Sterling Tools,Auto Components,4.5,(791),1.2k,234,33
Protiviti,Management Consulting,3.0,(789),5.6k,73,25
Fidelity International,Financial Services,3.5,(790),5.9k,62,85
Mindsprint,IT Services & Consulting,3.5,(789),4.6k,71,110
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Transrail Lighting,Engineering & Construction,4.0,(792),2.7k,62,53
Reliance Smart,Retail,4.1,(791),2.2k,37,26
Allied Digital Services,IT Services & Consulting,3.1,(791),3.6k,68,35
Sterling Tools,Auto Components,4.5,(791),1.2k,234,33
Protiviti,Management Consulting,3.0,(789),5.6k,73,25
Fidelity International,Financial Services,3.5,(790),5.9k,62,85
Mindsprint,IT Services & Consulting,3.5,(789),4.6k,71,110
Alivus Life Sciences,Pharma,3.8,(787),4.1k,42,45
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Transrail Lighting,Engineering & Construction,4.0,(792),2.7k,62,53
Reliance Smart,Retail,4.1,(791),2.2k,37,26
Allied Digital Services,IT Services & Consulting,3.1,(791),3.6k,68,35
Sterling Tools,Auto Components,4.5,(791),1.2k,234,33
Protiviti,Management Consulting,3.0,(789),5.6k,73,25
Fidelity International,Financial Services,3.5,(790),5.9k,62,85
Mindsprint,IT Services & Consulting,3.5,(789),4.6k,71,110
Alivus Life Sciences,Pharma,3.8,(787),4.1k,42,45
Eastman Auto and Power Limited,Electronics Manufacturing,3.9,(789),2.2k,111,36
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Transrail Lighting,Engineering & Construction,4.0,(792),2.7k,62,53
Reliance Smart,Retail,4.1,(791),2.2k,37,26
Allied Digital Services,IT Services & Consulting,3.1,(791),3.6k,68,35
Sterling Tools,Auto Components,4.5,(791),1.2k,234,33
Protiviti,Management Consulting,3.0,(789),5.6k,73,25
Fidelity International,Financial Services,3.5,(790),5.9k,62,85
Mindsprint,IT Services & Consulting,3.5,(789),4.6k,71,110
Alivus Life Sciences,Pharma,3.8,(787),4.1k,42,45
Eastman Auto and Power Limited,Electronics Manufacturing,3.9,(789),2.2k,111,36
JioStar,Media & Entertainment,3.5,(787),4.9k,65,26
Padget Electronics,Electronics Manufacturing,3.7,(800),2.9k,85,30
Neurealm,IT Services & Consulting,3.4,(796),6.8k,102,55
Ksb Pumps,Industrial Machinery,3.7,(795),3.4k,58,43
Lea Associates South Asia,Engineering & Construction,4.2,(795),1.9k,34,84
NTT,IT Services & Consulting,3.9,(794),4.9k,72,64
Celebal Technologies,IT Services & Consulting,3.0,(794),4.9k,143,22
Fleetguard Filters Private Limited,Auto Components,4.3,(792),2.8k,53,61
ManipalCigna Health Insurance,Insurance,3.7,(792),3k,45,46
Edubridge Learning,EdTech,3.8,(792),1.3k,67,156
Transrail Lighting,Engineering & Construction,4.0,(792),2.7k,62,53
Reliance Smart,Retail,4.1,(791),2.2k,37,26
Allied Digital Services,IT Services & Consulting,3.1,(791),3.6k,68,35
Sterling Tools,Auto Components,4.5,(791),1.2k,234,33
Protiviti,Management Consulting,3.0,(789),5.6k,73,25
Fidelity International,Financial Services,3.5,(790),5.9k,62,85
Mindsprint,IT Services & Consulting,3.5,(789),4.6k,71,110
Alivus Life Sciences,Pharma,3.8,(787),4.1k,42,45
Eastman Auto and Power Limited,Electronics Manufacturing,3.9,(789),2.2k,111,36
JioStar,Media & Entertainment,3.5,(787),4.9k,65,26
Forvia Hella,Auto Components,3.7,(786),3.6k,51,81
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
ESL Steel,Iron & Steel,3.8,(786),2.1k,38,91
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
ESL Steel,Iron & Steel,3.8,(786),2.1k,38,91
Central Industrial Security Force,Law Enforcement & Security,4.3,(783),2k,24,77
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
ESL Steel,Iron & Steel,3.8,(786),2.1k,38,91
Central Industrial Security Force,Law Enforcement & Security,4.3,(783),2k,24,77
Skill Lync,EdTech,3.1,(782),3.5k,93,29
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
ESL Steel,Iron & Steel,3.8,(786),2.1k,38,91
Central Industrial Security Force,Law Enforcement & Security,4.3,(783),2k,24,77
Skill Lync,EdTech,3.1,(782),3.5k,93,29
VA Tech Wabag,Waste Management,3.8,(782),3k,61,89
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
ESL Steel,Iron & Steel,3.8,(786),2.1k,38,91
Central Industrial Security Force,Law Enforcement & Security,4.3,(783),2k,24,77
Skill Lync,EdTech,3.1,(782),3.5k,93,29
VA Tech Wabag,Waste Management,3.8,(782),3k,61,89
Volkswagen Group Digital Solutions [India],IT Services & Consulting,3.9,(782),5.2k,86,4
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
ESL Steel,Iron & Steel,3.8,(786),2.1k,38,91
Central Industrial Security Force,Law Enforcement & Security,4.3,(783),2k,24,77
Skill Lync,EdTech,3.1,(782),3.5k,93,29
VA Tech Wabag,Waste Management,3.8,(782),3k,61,89
Volkswagen Group Digital Solutions [India],IT Services & Consulting,3.9,(782),5.2k,86,4
Creambell,Hospitality,3.8,(782),2.1k,44,77
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
ESL Steel,Iron & Steel,3.8,(786),2.1k,38,91
Central Industrial Security Force,Law Enforcement & Security,4.3,(783),2k,24,77
Skill Lync,EdTech,3.1,(782),3.5k,93,29
VA Tech Wabag,Waste Management,3.8,(782),3k,61,89
Volkswagen Group Digital Solutions [India],IT Services & Consulting,3.9,(782),5.2k,86,4
Creambell,Hospitality,3.8,(782),2.1k,44,77
BNP Paribas India Solutions,IT Services & Consulting,3.5,(781),6.4k,83,115
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
ESL Steel,Iron & Steel,3.8,(786),2.1k,38,91
Central Industrial Security Force,Law Enforcement & Security,4.3,(783),2k,24,77
Skill Lync,EdTech,3.1,(782),3.5k,93,29
VA Tech Wabag,Waste Management,3.8,(782),3k,61,89
Volkswagen Group Digital Solutions [India],IT Services & Consulting,3.9,(782),5.2k,86,4
Creambell,Hospitality,3.8,(782),2.1k,44,77
BNP Paribas India Solutions,IT Services & Consulting,3.5,(781),6.4k,83,115
Times Internet,Internet,3.4,(780),5.6k,74,73
Assystem,Engineering & Construction,3.3,(786),2.2k,51,5
Neuland Laboratories,Pharma,4.0,(786),3k,56,74
Amadeus,Software Product,3.7,(785),7.7k,128,96
Exicom,Semiconductors,4.0,(786),3.1k,61,74
Ameriprise Financial,Financial Services,3.7,(786),5.4k,75,103
Quatrro Business Support Services,Recruitment,3.2,(784),2.6k,62,86
Bses Rajdhani Power,Power,3.8,(783),2.8k,60,67
Aurigo Software Technologies,Software Product,4.7,(783),1.1k,37,136
Bunge India,Food Processing,3.9,(783),3.3k,50,62
ESL Steel,Iron & Steel,3.8,(786),2.1k,38,91
Central Industrial Security Force,Law Enforcement & Security,4.3,(783),2k,24,77
Skill Lync,EdTech,3.1,(782),3.5k,93,29
VA Tech Wabag,Waste Management,3.8,(782),3k,61,89
Volkswagen Group Digital Solutions [India],IT Services & Consulting,3.9,(782),5.2k,86,4
Creambell,Hospitality,3.8,(782),2.1k,44,77
BNP Paribas India Solutions,IT Services & Consulting,3.5,(781),6.4k,83,115
